x,y
-3.622916986131397010e+00,6.047438337948085130e-04
-3.616883818793959371e+00,6.157265206953233721e-04
-3.610850651456521287e+00,6.269058528928532145e-04
-3.604817484119083648e+00,6.382856094404682976e-04
-3.598784316781646009e+00,6.498686641176471121e-04
-3.592751149444207925e+00,6.616589179424990034e-04
-3.586717982106770286e+00,6.736600091940492469e-04
-3.580684814769332647e+00,6.858756384699952590e-04
-3.574651647431894563e+00,6.983095697181457458e-04
-3.568618480094456924e+00,7.109656312840405929e-04
-3.562585312757019285e+00,7.238477169749846013e-04
-3.556552145419581201e+00,7.369597871407225324e-04
-3.550518978082143562e+00,7.503058697710187101e-04
-3.544485810744705923e+00,7.638886510905213431e-04
-3.538452643407267839e+00,7.777150884329021721e-04
-3.532419476069830200e+00,7.917880391153253204e-04
-3.526386308732392116e+00,8.061118129854828425e-04
-3.520353141394954477e+00,8.206907932807501211e-04
-3.514319974057516838e+00,8.355294378322845363e-04
-3.508286806720078754e+00,8.506374508282846508e-04
-3.502253639382641115e+00,8.660093001046386720e-04
-3.496220472045203476e+00,8.816546533234910629e-04
-3.490187304707765392e+00,8.975782793143475885e-04
-3.484154137370327753e+00,9.137850278093449623e-04
-3.478120970032890114e+00,9.302798294702552869e-04
-3.472087802695452030e+00,9.470677024874541708e-04
-3.466054635358014391e+00,9.641537459189466553e-04
-3.460021468020576751e+00,9.815431465148929686e-04
-3.453988300683138668e+00,9.992411787350329554e-04
-3.447955133345701029e+00,1.017253206173245658e-03
-3.441921966008263389e+00,1.035584759114876628e-03
-3.435888798670825306e+00,1.054241205103789237e-03
-3.429855631333387667e+00,1.073228311558342349e-03
-3.423822463995949583e+00,1.092551686469205247e-03
-3.417789296658511944e+00,1.112217364835980851e-03
-3.411756129321074305e+00,1.132221926411518557e-03
-3.405722961983636221e+00,1.152590392956009523e-03
-3.399689794646198582e+00,1.173318325677730894e-03
